product_id,product_name,category,subcategory,brand,unit_cost,list_price,is_active
820,Box Kitchen,Home & Garden,Kitchen,Stark,89.74,160.4,1
821,Hair Non-Fiction,Books,Non-Fiction,Soylent,30.73,59.3,1
822,This Educational,Toys,Educational,Acme,39.47,76.32,1
823,Huge Accessorie,Electronics,Accessories,Umbrella,6.86,9.18,1
824,Here Team Sport,Sports,Team Sports,Umbrella,8.31,13.63,1
825,Listen Action Figure,Toys,Action Figures,Hooli,48.58,87.78,1
826,Feeling Team Sport,Sports,Team Sports,Wayne,21.14,29.64,1
827,Difficult Children,Books,Children,Initech,46.7,75.58,1
828,Yourself Outdoor Rec,Sports,Outdoor Rec,Initech,18.15,27.14,1
829,Visit Decor,Home & Garden,Decor,Umbrella,99.19,194.64,1
830,Three Women,Apparel,Women,Initech,51.51,100.42,1
831,Subject Team Sport,Sports,Team Sports,Initech,61.33,80.93,1
832,Upon Audio,Electronics,Audio,Acme,92.18,172.63,1
833,Medical Kid,Apparel,Kids,Wayne,32.03,45.49,1
834,Wait Decor,Home & Garden,Decor,Soylent,27.41,42.73,1
835,Wall Outdoor Rec,Sports,Outdoor Rec,Wayne,71.5,138.25,1
836,Government Snack,Grocery,Snacks,Umbrella,70.33,121.64,1
837,Try Non-Fiction,Books,Non-Fiction,Wayne,13.95,27.15,1
838,Plan Fitnes,Sports,Fitness,Wayne,72.42,116.8,1
839,News Men,Apparel,Men,Stark,36.01,66.03,1
840,Create Non-Fiction,Books,Non-Fiction,Initech,58.33,78.25,1
841,Finally Fiction,Books,Fiction,Umbrella,24.82,45.14,1
842,Yard Fiction,Books,Fiction,Globex,57.28,109.51,1
843,No Haircare,Beauty,Haircare,Soylent,83.1,130.94,1
844,Bad Educational,Toys,Educational,Umbrella,75.09,102.77,1
845,Dinner Beverage,Grocery,Beverages,Hooli,7.01,12.24,1
846,Check Outdoor,Home & Garden,Outdoor,Acme,84.91,161.77,1
847,Wish Educational,Toys,Educational,Stark,68.72,107.09,1
848,Nothing Men,Apparel,Men,Wayne,75.36,101.24,1
849,Story Snack,Grocery,Snacks,Initech,66.37,131.74,1
850,Yourself Beverage,Grocery,Beverages,Acme,43.83,76.76,1
851,But Skincare,Beauty,Skincare,Stark,74.68,126.8,1
852,Mouth Fitnes,Sports,Fitness,Stark,44.16,65.65,1
853,Address Educational,Toys,Educational,Hooli,97.91,137.97,1
854,Step Fitnes,Sports,Fitness,Stark,97.9,170.71,0
855,Beyond Skincare,Beauty,Skincare,Umbrella,70.46,136.27,1
856,Course Educational,Toys,Educational,Umbrella,89.29,160.53,1
857,Power Phone,Electronics,Phones,Hooli,35.51,67.13,1
858,Rich Audio,Electronics,Audio,Globex,26.35,52.11,1
859,History Decor,Home & Garden,Decor,Hooli,99.17,140.27,1
860,He Non-Fiction,Books,Non-Fiction,Hooli,45.49,73.9,1
861,Morning Beverage,Grocery,Beverages,Umbrella,30.34,50.19,1
862,Explain Accessorie,Electronics,Accessories,Globex,53.85,97.69,1
863,Region Women,Apparel,Women,Stark,31.55,59.55,1
864,Face Audio,Electronics,Audio,Initech,41.0,71.67,1
865,Free Non-Fiction,Books,Non-Fiction,Acme,72.5,127.39,1
866,Line Men,Apparel,Men,Acme,66.82,123.32,1
867,Without Outdoor Rec,Sports,Outdoor Rec,Stark,9.92,18.73,1
868,Current Furniture,Home & Garden,Furniture,Acme,30.47,52.43,1
869,Garden Beverage,Grocery,Beverages,Initech,8.49,12.61,1
870,Compare Fiction,Books,Fiction,Umbrella,68.11,101.63,1
871,In Action Figure,Toys,Action Figures,Wayne,79.23,115.04,1
872,Everyone Children,Books,Children,Acme,33.7,52.94,1
873,Already Non-Fiction,Books,Non-Fiction,Stark,65.81,97.87,1
874,Suffer Educational,Toys,Educational,Wayne,35.22,46.3,1
875,Likely Outdoor,Home & Garden,Outdoor,Globex,48.99,87.19,1
876,Box Outdoor Rec,Sports,Outdoor Rec,Wayne,40.66,55.84,1
877,Save Footwear,Apparel,Footwear,Globex,19.89,35.95,1
878,Service Board Game,Toys,Board Games,Hooli,21.7,29.91,1
879,Fly Beverage,Grocery,Beverages,Soylent,4.01,5.93,1
880,Today Action Figure,Toys,Action Figures,Acme,23.9,45.28,1
881,Product Fiction,Books,Fiction,Initech,21.13,27.57,1
882,Without Audio,Electronics,Audio,Initech,34.13,61.68,1
883,Own Accessorie,Electronics,Accessories,Hooli,72.76,96.34,1
884,Because Kitchen,Home & Garden,Kitchen,Umbrella,77.28,112.92,1
885,Decade Men,Apparel,Men,Umbrella,92.51,157.97,1
886,Box Kid,Apparel,Kids,Globex,77.94,102.73,1
887,Analysis Children,Books,Children,Initech,13.73,25.45,1
888,Evidence Outdoor,Home & Garden,Outdoor,Globex,86.19,130.5,1
889,Lawyer Haircare,Beauty,Haircare,Umbrella,17.55,27.19,1
890,Win Educational,Toys,Educational,Initech,17.42,27.85,1
891,Share Pantry,Grocery,Pantry,Hooli,60.74,95.7,1
892,Hot Men,Apparel,Men,Initech,6.64,8.96,1
893,Character Outdoor,Home & Garden,Outdoor,Acme,17.4,25.92,1
894,Moment Non-Fiction,Books,Non-Fiction,Hooli,51.28,85.21,1
895,Foreign Men,Apparel,Men,Initech,50.84,84.27,1
896,Around Laptop,Electronics,Laptops,Umbrella,64.41,87.49,1
897,Should Kid,Apparel,Kids,Initech,47.08,67.08,1
898,Everybody Beverage,Grocery,Beverages,Initech,11.14,20.02,1
899,Heart Fiction,Books,Fiction,Globex,60.19,119.0,1
900,Lay Pantry,Grocery,Pantry,Hooli,84.74,133.96,0
901,Enter Snack,Grocery,Snacks,Acme,97.82,185.43,1
902,Full Laptop,Electronics,Laptops,Initech,63.6,115.73,1
903,Far Non-Fiction,Books,Non-Fiction,Hooli,90.12,130.8,1
904,Study Snack,Grocery,Snacks,Wayne,89.13,128.77,1
905,Development Pantry,Grocery,Pantry,Hooli,42.23,84.38,1
906,Audience Action Figure,Toys,Action Figures,Acme,4.92,8.62,1
907,Property Phone,Electronics,Phones,Initech,56.19,74.74,1
908,Could Audio,Electronics,Audio,Hooli,98.4,194.28,1
909,Paper Skincare,Beauty,Skincare,Globex,59.75,108.99,1
910,Arrive Skincare,Beauty,Skincare,Wayne,43.52,68.53,1
911,Economy Furniture,Home & Garden,Furniture,Globex,45.7,62.36,1
912,News Kid,Apparel,Kids,Hooli,62.3,104.39,1
913,Teach Haircare,Beauty,Haircare,Globex,4.39,6.12,1
914,Control Haircare,Beauty,Haircare,Globex,83.85,149.83,1
915,Knowledge Beverage,Grocery,Beverages,Acme,35.29,46.45,1
916,From Non-Fiction,Books,Non-Fiction,Globex,65.24,93.9,1
917,Bit Non-Fiction,Books,Non-Fiction,Initech,65.53,115.68,1
918,Claim Educational,Toys,Educational,Hooli,72.47,106.78,1
919,Something Outdoor Rec,Sports,Outdoor Rec,Stark,8.71,13.91,1
920,Peace Non-Fiction,Books,Non-Fiction,Wayne,88.6,144.45,1
921,Especially Educational,Toys,Educational,Soylent,89.19,131.45,1
922,Little Outdoor,Home & Garden,Outdoor,Acme,3.1,4.26,1
923,Crime Phone,Electronics,Phones,Acme,23.13,38.81,1
924,Page Outdoor Rec,Sports,Outdoor Rec,Initech,16.9,32.21,1
925,Pass Skincare,Beauty,Skincare,Acme,81.84,129.59,1
926,Catch Action Figure,Toys,Action Figures,Wayne,71.32,119.41,1
927,Into Beverage,Grocery,Beverages,Hooli,11.18,14.68,1
928,Spend Haircare,Beauty,Haircare,Stark,7.65,11.14,1
929,Door Pantry,Grocery,Pantry,Initech,10.26,20.22,1
930,Day Outdoor,Home & Garden,Outdoor,Initech,69.91,134.02,1
931,Listen Audio,Electronics,Audio,Acme,29.05,50.95,1
932,Alone Snack,Grocery,Snacks,Stark,75.33,107.42,1
933,Weight Beverage,Grocery,Beverages,Globex,72.94,124.68,1
934,Real Action Figure,Toys,Action Figures,Stark,55.47,103.5,1
935,Wonder Fitnes,Sports,Fitness,Stark,67.86,109.58,1
936,Along Men,Apparel,Men,Soylent,20.09,33.73,1
937,Place Makeup,Beauty,Makeup,Umbrella,27.74,50.27,1
938,Happy Fiction,Books,Fiction,Acme,39.64,69.4,1
939,Campaign Audio,Electronics,Audio,Soylent,45.52,66.27,1
940,Available Non-Fiction,Books,Non-Fiction,Umbrella,76.11,104.52,1
941,Discover Furniture,Home & Garden,Furniture,Initech,4.26,6.39,1
942,The Educational,Toys,Educational,Globex,85.15,128.3,1
943,Result Furniture,Home & Garden,Furniture,Hooli,76.28,121.94,1
944,Policy Snack,Grocery,Snacks,Hooli,11.6,18.15,1
945,Treat Children,Books,Children,Initech,68.73,123.3,1
946,Television Beverage,Grocery,Beverages,Umbrella,56.58,103.47,1
947,Why Action Figure,Toys,Action Figures,Stark,71.14,138.12,1
948,Tend Educational,Toys,Educational,Hooli,69.87,133.93,1
949,Because Outdoor Rec,Sports,Outdoor Rec,Hooli,27.61,54.84,1
950,Respond Phone,Electronics,Phones,Hooli,99.9,150.44,0
951,System Outdoor,Home & Garden,Outdoor,Initech,79.98,159.3,1
952,Create Fitnes,Sports,Fitness,Acme,36.42,71.2,1
953,This Children,Books,Children,Acme,80.4,110.4,1
954,Child Children,Books,Children,Wayne,44.21,58.18,1
955,Clearly Fitnes,Sports,Fitness,Wayne,93.2,139.24,1
956,Less Kitchen,Home & Garden,Kitchen,Umbrella,36.67,67.01,1
957,Service Children,Books,Children,Soylent,53.52,80.98,1
958,Lead Skincare,Beauty,Skincare,Stark,88.7,116.78,1
959,Bit Furniture,Home & Garden,Furniture,Acme,82.62,141.81,1
960,Have Accessorie,Electronics,Accessories,Wayne,52.31,84.38,1
961,On Audio,Electronics,Audio,Soylent,21.44,39.13,1
962,Environmental Pantry,Grocery,Pantry,Soylent,8.79,12.78,1
963,Start Snack,Grocery,Snacks,Soylent,29.1,57.63,1
964,City Educational,Toys,Educational,Initech,83.6,151.67,1
965,Hand Beverage,Grocery,Beverages,Initech,71.75,125.48,0
966,Save Haircare,Beauty,Haircare,Wayne,26.48,40.02,1
967,Become Outdoor,Home & Garden,Outdoor,Soylent,69.08,125.81,1
968,Begin Snack,Grocery,Snacks,Acme,28.26,54.79,1
969,Where Skincare,Beauty,Skincare,Acme,60.76,92.03,1
970,Worker Kitchen,Home & Garden,Kitchen,Umbrella,42.99,71.26,1
971,Number Board Game,Toys,Board Games,Initech,66.51,106.33,1
972,Society Outdoor Rec,Sports,Outdoor Rec,Soylent,81.3,137.38,1
973,Truth Action Figure,Toys,Action Figures,Soylent,3.01,4.39,1
974,Matter Makeup,Beauty,Makeup,Stark,14.1,20.24,1
975,Room Laptop,Electronics,Laptops,Hooli,54.58,100.82,1
976,Fine Beverage,Grocery,Beverages,Hooli,20.54,29.9,1
977,Wonder Snack,Grocery,Snacks,Wayne,47.06,86.27,1
978,Course Skincare,Beauty,Skincare,Umbrella,25.73,38.94,1
979,Coach Board Game,Toys,Board Games,Stark,37.73,55.3,1
980,Edge Decor,Home & Garden,Decor,Stark,69.53,132.05,1
981,Call Action Figure,Toys,Action Figures,Hooli,88.89,146.35,1
982,Opportunity Outdoor Rec,Sports,Outdoor Rec,Acme,67.17,123.39,1
983,Get Non-Fiction,Books,Non-Fiction,Initech,77.93,148.98,1
984,Movement Audio,Electronics,Audio,Wayne,86.19,142.9,1
985,Direction Outdoor,Home & Garden,Outdoor,Umbrella,9.09,17.39,1
986,Begin Skincare,Beauty,Skincare,Soylent,5.39,10.11,1
987,Young Outdoor Rec,Sports,Outdoor Rec,Initech,33.84,50.4,1
988,Say Laptop,Electronics,Laptops,Stark,62.68,125.16,1
989,Something Audio,Electronics,Audio,Hooli,70.79,117.57,1
990,Director Accessorie,Electronics,Accessories,Stark,41.86,80.45,1
991,Congress Outdoor,Home & Garden,Outdoor,Soylent,19.06,30.64,1
992,Price Action Figure,Toys,Action Figures,Globex,56.34,80.87,1
993,Meeting Snack,Grocery,Snacks,Globex,84.37,133.52,1
994,Have Team Sport,Sports,Team Sports,Umbrella,93.44,176.73,1
995,Military Fiction,Books,Fiction,Umbrella,9.12,11.98,1
996,Agree Footwear,Apparel,Footwear,Globex,44.24,84.37,1
997,Decision Haircare,Beauty,Haircare,Hooli,68.41,107.95,1
998,Film Snack,Grocery,Snacks,Initech,93.76,126.88,1
999,Wife Children,Books,Children,Initech,97.44,169.64,1
1000,View Pantry,Grocery,Pantry,Hooli,97.59,190.29,1
1001,Air Fiction,Books,Fiction,Stark,41.07,66.13,1
1002,Prevent Action Figure,Toys,Action Figures,Wayne,62.14,95.31,1
1003,Level Team Sport,Sports,Team Sports,Acme,99.67,171.27,0
1004,Too Laptop,Electronics,Laptops,Soylent,31.35,42.3,1
1005,Buy Action Figure,Toys,Action Figures,Globex,15.47,23.21,0
1006,Shoulder Action Figure,Toys,Action Figures,Initech,53.24,76.13,1
1007,Training Kid,Apparel,Kids,Acme,11.17,15.24,1
1008,North Accessorie,Electronics,Accessories,Umbrella,47.25,83.03,1
1009,Better Women,Apparel,Women,Stark,12.43,23.54,1
1010,Executive Fitnes,Sports,Fitness,Wayne,41.82,63.03,1
1011,The Laptop,Electronics,Laptops,Initech,96.22,141.58,1
1012,Nor Men,Apparel,Men,Stark,12.72,19.54,1
1013,Hope Non-Fiction,Books,Non-Fiction,Stark,77.62,133.28,1
1014,Foot Board Game,Toys,Board Games,Soylent,77.01,140.9,1
1015,Drop Footwear,Apparel,Footwear,Initech,3.18,5.09,1
1016,Interest Fitnes,Sports,Fitness,Umbrella,6.99,13.49,1
1017,Check Action Figure,Toys,Action Figures,Hooli,81.05,154.4,1
1018,Pull Team Sport,Sports,Team Sports,Stark,51.55,75.5,0
1019,Stage Haircare,Beauty,Haircare,Globex,33.01,56.3,1
1020,Less Snack,Grocery,Snacks,Soylent,75.9,140.32,1
1021,Read Furniture,Home & Garden,Furniture,Acme,39.57,71.1,1
1022,Example Skincare,Beauty,Skincare,Globex,62.75,119.52,1
1023,Near Kitchen,Home & Garden,Kitchen,Wayne,46.35,91.31,1
1024,Three Children,Books,Children,Umbrella,90.27,121.13,1
1025,Show Furniture,Home & Garden,Furniture,Umbrella,12.16,23.73,1
1026,Born Outdoor Rec,Sports,Outdoor Rec,Acme,76.4,151.3,1
1027,Option Audio,Electronics,Audio,Soylent,63.3,123.95,0
1028,Majority Footwear,Apparel,Footwear,Hooli,57.2,104.47,1
1029,Customer Fitnes,Sports,Fitness,Acme,33.1,65.43,1
1030,Business Board Game,Toys,Board Games,Hooli,98.35,146.45,1
1031,Measure Women,Apparel,Women,Stark,14.5,27.67,1
1032,Share Team Sport,Sports,Team Sports,Stark,3.09,4.79,1
1033,On Men,Apparel,Men,Stark,14.61,29.07,1
1034,Two Furniture,Home & Garden,Furniture,Globex,76.58,124.96,1
1035,Speak Phone,Electronics,Phones,Soylent,25.79,38.81,1
1036,Former Board Game,Toys,Board Games,Wayne,58.19,76.38,0
1037,Central Haircare,Beauty,Haircare,Acme,64.54,119.42,1
1038,Person Phone,Electronics,Phones,Globex,43.79,72.86,1
1039,Measure Board Game,Toys,Board Games,Acme,24.02,43.7,1
1040,Lay Skincare,Beauty,Skincare,Umbrella,62.02,96.43,1
1041,Fill Fiction,Books,Fiction,Hooli,15.23,19.83,1
1042,Commercial Kid,Apparel,Kids,Acme,22.06,31.79,1
1043,Team Kitchen,Home & Garden,Kitchen,Stark,96.63,176.01,1
1044,Window Audio,Electronics,Audio,Stark,99.45,163.78,1
1045,Movie Action Figure,Toys,Action Figures,Hooli,37.56,74.88,1
1046,Environment Fitnes,Sports,Fitness,Wayne,72.6,95.99,1
1047,Real Children,Books,Children,Globex,95.48,143.45,1
1048,Training Team Sport,Sports,Team Sports,Acme,22.31,30.54,1
1049,Society Footwear,Apparel,Footwear,Soylent,81.99,129.57,1
1050,In Educational,Toys,Educational,Wayne,10.03,16.6,1
1051,Oil Pantry,Grocery,Pantry,Umbrella,87.91,116.92,1
1052,Free Furniture,Home & Garden,Furniture,Initech,6.17,11.45,1
1053,Capital Action Figure,Toys,Action Figures,Acme,52.85,76.1,1
1054,Performance Laptop,Electronics,Laptops,Globex,46.86,67.68,1
1055,Claim Board Game,Toys,Board Games,Stark,79.64,126.36,1
1056,Interesting Outdoor Rec,Sports,Outdoor Rec,Soylent,8.97,13.24,1
1057,Attorney Women,Apparel,Women,Wayne,27.87,36.67,1
1058,Method Kid,Apparel,Kids,Globex,4.38,5.87,1
1059,Road Outdoor Rec,Sports,Outdoor Rec,Soylent,84.92,133.36,1
1060,Woman Phone,Electronics,Phones,Wayne,96.93,160.93,1
1061,Reduce Women,Apparel,Women,Globex,69.16,122.12,1
1062,Special Haircare,Beauty,Haircare,Umbrella,34.56,52.63,1
1063,He Snack,Grocery,Snacks,Globex,34.35,53.34,1
1064,Rich Women,Apparel,Women,Soylent,67.33,121.3,1
1065,Notice Laptop,Electronics,Laptops,Initech,67.15,92.99,1
1066,Teach Footwear,Apparel,Footwear,Globex,81.21,111.8,1
1067,Thank Haircare,Beauty,Haircare,Acme,97.04,136.85,1
1068,Inside Educational,Toys,Educational,Globex,93.35,148.23,1
1069,There Beverage,Grocery,Beverages,Globex,99.63,168.82,1
1070,Plan Phone,Electronics,Phones,Umbrella,10.47,14.82,1
1071,Church Phone,Electronics,Phones,Hooli,43.72,74.58,1
1072,Little Board Game,Toys,Board Games,Umbrella,98.73,173.31,1
1073,Science Team Sport,Sports,Team Sports,Umbrella,51.98,71.19,1
1074,Seek Snack,Grocery,Snacks,Soylent,20.0,33.07,1
1075,Federal Audio,Electronics,Audio,Acme,98.2,162.89,1
1076,College Educational,Toys,Educational,Stark,62.63,121.03,1
1077,Really Footwear,Apparel,Footwear,Wayne,55.71,87.91,0
1078,Population Fiction,Books,Fiction,Soylent,11.32,20.26,1
1079,Apply Skincare,Beauty,Skincare,Wayne,95.48,179.78,1
1080,Themselves Board Game,Toys,Board Games,Globex,47.68,91.0,1
1081,Quickly Educational,Toys,Educational,Wayne,56.53,96.95,1
1082,Argue Beverage,Grocery,Beverages,Initech,26.94,41.01,1
1083,Door Fitnes,Sports,Fitness,Soylent,56.51,79.06,1
1084,President Furniture,Home & Garden,Furniture,Initech,67.33,88.59,1
1085,Today Fiction,Books,Fiction,Umbrella,40.24,74.14,1
1086,Call Furniture,Home & Garden,Furniture,Soylent,33.3,51.11,1
1087,Including Women,Apparel,Women,Hooli,13.35,20.75,1
1088,Campaign Educational,Toys,Educational,Initech,8.87,11.91,1
1089,Analysis Women,Apparel,Women,Umbrella,4.52,6.24,1
1090,Certainly Beverage,Grocery,Beverages,Stark,83.79,119.77,1
1091,Music Children,Books,Children,Wayne,68.76,121.97,1
1092,Beat Decor,Home & Garden,Decor,Acme,89.48,176.82,1
1093,Box Outdoor,Home & Garden,Outdoor,Soylent,8.15,12.34,1
1094,We Children,Books,Children,Soylent,59.62,117.83,1
1095,Born Action Figure,Toys,Action Figures,Stark,68.17,109.43,1
1096,Young Team Sport,Sports,Team Sports,Hooli,4.5,7.26,1
1097,Blood Beverage,Grocery,Beverages,Hooli,19.29,31.12,1
1098,Might Pantry,Grocery,Pantry,Globex,5.55,7.37,1
1099,Along Makeup,Beauty,Makeup,Wayne,33.48,58.95,1
1100,First Furniture,Home & Garden,Furniture,Soylent,12.23,17.13,1
1101,Again Audio,Electronics,Audio,Wayne,16.81,33.1,1
1102,Figure Fitnes,Sports,Fitness,Umbrella,65.95,127.74,1
1103,Seek Kid,Apparel,Kids,Globex,25.53,35.19,1
1104,Want Pantry,Grocery,Pantry,Soylent,86.67,166.04,1
1105,Model Makeup,Beauty,Makeup,Globex,59.47,78.96,1
1106,Off Educational,Toys,Educational,Soylent,79.81,110.33,1
1107,Reality Fiction,Books,Fiction,Umbrella,26.27,35.25,1
1108,Really Board Game,Toys,Board Games,Hooli,38.79,75.47,1
1109,Suddenly Beverage,Grocery,Beverages,Initech,15.63,24.73,1
1110,Manager Makeup,Beauty,Makeup,Stark,80.31,134.63,1
1111,Drug Team Sport,Sports,Team Sports,Soylent,9.71,14.53,1
1112,Maybe Phone,Electronics,Phones,Globex,37.63,67.19,1
1113,Firm Children,Books,Children,Acme,28.04,42.47,1
1114,Mrs Non-Fiction,Books,Non-Fiction,Initech,78.07,134.41,1
1115,Appear Team Sport,Sports,Team Sports,Hooli,61.92,89.38,1
1116,Hour Audio,Electronics,Audio,Soylent,33.03,60.41,1
1117,Central Footwear,Apparel,Footwear,Soylent,9.58,13.59,1
1118,Buy Team Sport,Sports,Team Sports,Hooli,82.89,134.66,1
1119,Share Makeup,Beauty,Makeup,Umbrella,70.93,115.19,1
1120,Right Outdoor Rec,Sports,Outdoor Rec,Globex,64.5,88.47,1
1121,Major Non-Fiction,Books,Non-Fiction,Umbrella,85.93,118.98,1
1122,Should Haircare,Beauty,Haircare,Wayne,77.45,135.0,1
1123,About Children,Books,Children,Acme,81.29,146.87,1
1124,Career Children,Books,Children,Wayne,8.36,12.67,1
1125,Any Fitnes,Sports,Fitness,Umbrella,99.13,133.81,1
1126,Money Skincare,Beauty,Skincare,Wayne,17.68,25.11,1
1127,Whom Women,Apparel,Women,Hooli,58.75,99.17,1
1128,Effort Kitchen,Home & Garden,Kitchen,Initech,8.07,12.56,1
1129,Other Footwear,Apparel,Footwear,Wayne,48.51,84.61,1
1130,To Outdoor,Home & Garden,Outdoor,Stark,32.88,46.33,1
1131,Meeting Skincare,Beauty,Skincare,Initech,52.01,72.54,1
1132,Special Furniture,Home & Garden,Furniture,Stark,29.69,38.67,1
1133,Arrive Snack,Grocery,Snacks,Initech,47.39,74.08,1
1134,Production Kid,Apparel,Kids,Hooli,52.81,84.16,1
1135,Base Team Sport,Sports,Team Sports,Umbrella,19.51,25.82,0
1136,Keep Kid,Apparel,Kids,Umbrella,40.8,77.01,1
1137,Respond Audio,Electronics,Audio,Wayne,74.05,118.16,1
1138,Dream Pantry,Grocery,Pantry,Wayne,14.01,25.28,1
1139,Capital Makeup,Beauty,Makeup,Hooli,67.94,94.34,1
1140,Land Skincare,Beauty,Skincare,Acme,13.04,23.73,1
1141,Carry Furniture,Home & Garden,Furniture,Hooli,55.16,86.2,1
1142,Particular Skincare,Beauty,Skincare,Umbrella,94.92,150.77,1
1143,Four Kid,Apparel,Kids,Soylent,14.62,28.86,1
1144,My Beverage,Grocery,Beverages,Hooli,60.25,85.87,1
1145,You Beverage,Grocery,Beverages,Umbrella,25.73,50.55,1
1146,Attention Decor,Home & Garden,Decor,Stark,6.18,11.61,1
1147,Why Accessorie,Electronics,Accessories,Soylent,47.37,67.08,1
1148,Area Board Game,Toys,Board Games,Soylent,57.94,105.09,1
1149,Then Outdoor,Home & Garden,Outdoor,Hooli,6.2,10.17,0
1150,Western Children,Books,Children,Umbrella,87.05,140.6,1
1151,Live Phone,Electronics,Phones,Acme,13.07,24.37,1
1152,Measure Decor,Home & Garden,Decor,Wayne,94.66,158.15,1
1153,Brother Decor,Home & Garden,Decor,Acme,23.41,38.52,1
1154,Party Accessorie,Electronics,Accessories,Stark,66.34,115.46,1
1155,Individual Pantry,Grocery,Pantry,Globex,27.28,36.13,1
1156,Realize Outdoor,Home & Garden,Outdoor,Wayne,13.17,23.8,1
1157,Whom Skincare,Beauty,Skincare,Soylent,48.31,71.18,1
1158,Mission Kid,Apparel,Kids,Hooli,68.02,92.11,1
1159,Leader Audio,Electronics,Audio,Acme,48.94,76.64,1
1160,Might Pantry,Grocery,Pantry,Wayne,76.51,134.23,1
1161,Trouble Men,Apparel,Men,Soylent,76.49,113.64,1
1162,Small Laptop,Electronics,Laptops,Acme,62.94,100.08,1
1163,Establish Team Sport,Sports,Team Sports,Initech,43.11,81.0,1
1164,Attorney Fiction,Books,Fiction,Stark,98.1,146.36,1
1165,Rich Snack,Grocery,Snacks,Wayne,31.53,57.76,1
1166,Interesting Men,Apparel,Men,Hooli,91.41,139.32,1
1167,If Decor,Home & Garden,Decor,Globex,68.31,112.0,1
1168,Them Footwear,Apparel,Footwear,Wayne,52.34,72.22,1
1169,Approach Outdoor,Home & Garden,Outdoor,Globex,20.32,40.18,1
1170,Interview Skincare,Beauty,Skincare,Initech,76.99,107.13,1
1171,Exactly Outdoor Rec,Sports,Outdoor Rec,Wayne,27.95,47.13,1
1172,Official Non-Fiction,Books,Non-Fiction,Soylent,11.4,18.05,1
1173,Ground Makeup,Beauty,Makeup,Umbrella,84.54,163.05,1
1174,Tv Accessorie,Electronics,Accessories,Stark,59.77,86.75,1
1175,Often Outdoor Rec,Sports,Outdoor Rec,Umbrella,81.92,117.65,1
1176,Response Kid,Apparel,Kids,Hooli,83.82,142.78,1
1177,Ten Beverage,Grocery,Beverages,Acme,65.51,86.25,1
1178,Small Action Figure,Toys,Action Figures,Acme,35.58,47.52,1
1179,Sound Outdoor,Home & Garden,Outdoor,Umbrella,99.88,130.79,1
1180,Need Audio,Electronics,Audio,Initech,48.62,63.4,1
1181,Now Fitnes,Sports,Fitness,Initech,46.9,63.83,1
1182,Read Team Sport,Sports,Team Sports,Soylent,31.0,58.18,1
1183,Few Outdoor Rec,Sports,Outdoor Rec,Hooli,20.02,28.04,0
1184,Stop Haircare,Beauty,Haircare,Hooli,34.79,49.07,1
1185,Program Decor,Home & Garden,Decor,Hooli,73.71,135.08,1
1186,Suddenly Fitnes,Sports,Fitness,Soylent,75.94,100.3,1
1187,Forget Kid,Apparel,Kids,Hooli,62.34,85.62,1
1188,Exactly Phone,Electronics,Phones,Acme,61.18,103.57,1
1189,Reduce Fitnes,Sports,Fitness,Initech,41.22,58.69,0
1190,Century Makeup,Beauty,Makeup,Wayne,83.42,119.29,1
1191,Few Outdoor,Home & Garden,Outdoor,Soylent,50.39,93.63,1
1192,Growth Furniture,Home & Garden,Furniture,Umbrella,80.64,161.09,1
1193,Article Phone,Electronics,Phones,Umbrella,41.06,78.24,1
1194,Week Outdoor,Home & Garden,Outdoor,Hooli,27.6,37.75,1
1195,Explain Footwear,Apparel,Footwear,Stark,3.41,5.39,1
1196,Significant Educational,Toys,Educational,Hooli,24.8,42.33,1
1197,Practice Audio,Electronics,Audio,Initech,83.31,127.18,1
1198,Skin Beverage,Grocery,Beverages,Soylent,75.16,145.41,1
1199,Movement Men,Apparel,Men,Acme,23.58,45.45,1
1200,Much Outdoor Rec,Sports,Outdoor Rec,Globex,58.62,100.13,1
1201,International Beverage,Grocery,Beverages,Hooli,92.86,176.64,1
1202,Film Pantry,Grocery,Pantry,Wayne,70.42,133.83,0
1203,Together Footwear,Apparel,Footwear,Hooli,47.44,86.16,1
1204,Health Action Figure,Toys,Action Figures,Globex,63.15,123.6,1
1205,Doctor Beverage,Grocery,Beverages,Initech,59.77,94.69,1
1206,Morning Beverage,Grocery,Beverages,Wayne,98.39,167.31,1
1207,Land Skincare,Beauty,Skincare,Stark,46.68,60.83,1
1208,Operation Skincare,Beauty,Skincare,Hooli,31.79,43.63,1
1209,Small Fitnes,Sports,Fitness,Stark,51.25,83.46,1
1210,Final Skincare,Beauty,Skincare,Initech,20.57,28.16,1
1211,Four Furniture,Home & Garden,Furniture,Soylent,81.58,151.39,1
1212,Both Men,Apparel,Men,Umbrella,91.93,136.07,1
1213,Consider Educational,Toys,Educational,Wayne,6.03,8.58,1
1214,Keep Educational,Toys,Educational,Initech,52.09,75.22,1
1215,Girl Audio,Electronics,Audio,Wayne,33.47,60.76,1
1216,Usually Team Sport,Sports,Team Sports,Stark,66.07,119.74,0
1217,Cost Footwear,Apparel,Footwear,Globex,96.41,166.19,1
1218,Minute Snack,Grocery,Snacks,Wayne,93.19,133.91,1
1219,Wait Kid,Apparel,Kids,Umbrella,87.55,166.85,1
1220,Just Kitchen,Home & Garden,Kitchen,Hooli,32.36,53.05,1
1221,Know Decor,Home & Garden,Decor,Initech,6.16,11.99,1
