rate_date,base_currency,quote_currency,rate
2025-05-04,USD,EGP,48.408583
2025-05-05,USD,EUR,0.926124
2025-05-05,USD,GBP,0.790013
2025-05-05,USD,EGP,48.488698
2025-05-06,USD,EUR,0.919471
2025-05-06,USD,GBP,0.793111
2025-05-06,USD,EGP,48.610258
2025-05-07,USD,EUR,0.925552
2025-05-07,USD,GBP,0.79438
2025-05-07,USD,EGP,48.747194
2025-05-08,USD,EUR,0.913486
2025-05-08,USD,GBP,0.791615
2025-05-08,USD,EGP,48.428291
2025-05-09,USD,EUR,0.915939
2025-05-09,USD,GBP,0.792995
2025-05-09,USD,EGP,48.276001
2025-05-10,USD,EUR,0.915018
2025-05-10,USD,GBP,0.784238
2025-05-10,USD,EGP,48.562441
2025-05-11,USD,EUR,0.923406
2025-05-11,USD,GBP,0.789077
2025-05-11,USD,EGP,48.908462
2025-05-12,USD,EUR,0.918646
2025-05-12,USD,GBP,0.789846
2025-05-12,USD,EGP,48.340154
2025-05-13,USD,EUR,0.928792
2025-05-13,USD,GBP,0.797817
2025-05-13,USD,EGP,48.849577
2025-05-14,USD,EUR,0.925694
2025-05-14,USD,GBP,0.793668
2025-05-14,USD,EGP,48.564975
2025-05-15,USD,EUR,0.924833
2025-05-15,USD,GBP,0.787468
2025-05-15,USD,EGP,48.617228
2025-05-16,USD,EUR,0.927131
2025-05-16,USD,GBP,0.79409
2025-05-16,USD,EGP,48.329302
2025-05-17,USD,EUR,0.919722
2025-05-17,USD,GBP,0.794545
2025-05-17,USD,EGP,48.307959
2025-05-18,USD,EUR,0.923156
2025-05-18,USD,GBP,0.792449
2025-05-18,USD,EGP,48.065065
2025-05-19,USD,EUR,0.919406
2025-05-19,USD,GBP,0.783495
2025-05-19,USD,EGP,48.802893
2025-05-20,USD,EUR,0.924448
2025-05-20,USD,GBP,0.793235
2025-05-20,USD,EGP,48.908441
2025-05-21,USD,EUR,0.915072
2025-05-21,USD,GBP,0.785081
2025-05-21,USD,EGP,48.404564
2025-05-22,USD,EUR,0.914899
2025-05-22,USD,GBP,0.787619
2025-05-22,USD,EGP,48.15909
2025-05-23,USD,EUR,0.922309
2025-05-23,USD,GBP,0.789529
2025-05-23,USD,EGP,48.210935
2025-05-24,USD,EUR,0.911002
2025-05-24,USD,GBP,0.787447
2025-05-24,USD,EGP,48.627395
2025-05-25,USD,EUR,0.91766
2025-05-25,USD,GBP,0.790523
2025-05-25,USD,EGP,48.714958
2025-05-26,USD,EUR,0.920797
2025-05-26,USD,GBP,0.797682
2025-05-26,USD,EGP,48.422851
2025-05-27,USD,EUR,0.925852
2025-05-27,USD,GBP,0.783841
2025-05-27,USD,EGP,48.653816
2025-05-28,USD,EUR,0.915806
2025-05-28,USD,GBP,0.785596
2025-05-28,USD,EGP,48.46729
2025-05-29,USD,EUR,0.917707
2025-05-29,USD,GBP,0.783116
2025-05-29,USD,EGP,48.309783
2025-05-30,USD,EUR,0.926592
2025-05-30,USD,GBP,0.797874
2025-05-30,USD,EGP,48.124054
2025-05-31,USD,EUR,0.927359
2025-05-31,USD,GBP,0.790347
2025-05-31,USD,EGP,48.500218
2025-06-01,USD,EUR,0.925628
2025-06-01,USD,GBP,0.791767
2025-06-01,USD,EGP,48.594488
2025-06-02,USD,EUR,0.927258
2025-06-02,USD,GBP,0.791959
2025-06-02,USD,EGP,48.718452
2025-06-03,USD,EUR,0.91791
2025-06-03,USD,GBP,0.792708
2025-06-03,USD,EGP,48.340728
2025-06-04,USD,EUR,0.919556
2025-06-04,USD,GBP,0.785778
2025-06-04,USD,EGP,48.649564
2025-06-05,USD,EUR,0.918584
2025-06-05,USD,GBP,0.79077
2025-06-05,USD,EGP,48.285239
2025-06-06,USD,EUR,0.912423
2025-06-06,USD,GBP,0.794567
2025-06-06,USD,EGP,48.889234
2025-06-07,USD,EUR,0.911227
2025-06-07,USD,GBP,0.794179
2025-06-07,USD,EGP,48.015595
2025-06-08,USD,EUR,0.912508
2025-06-08,USD,GBP,0.79074
2025-06-08,USD,EGP,48.878866
2025-06-09,USD,EUR,0.925994
2025-06-09,USD,GBP,0.782176
2025-06-09,USD,EGP,48.412563
2025-06-10,USD,EUR,0.921016
2025-06-10,USD,GBP,0.784962
2025-06-10,USD,EGP,48.827613
2025-06-11,USD,EUR,0.915128
2025-06-11,USD,GBP,0.788174
2025-06-11,USD,EGP,48.76487
2025-06-12,USD,EUR,0.928562
2025-06-12,USD,GBP,0.791083
2025-06-12,USD,EGP,48.727019
2025-06-13,USD,EUR,0.912277
2025-06-13,USD,GBP,0.790219
2025-06-13,USD,EGP,48.621614
2025-06-14,USD,EUR,0.92002
2025-06-14,USD,GBP,0.792239
2025-06-14,USD,EGP,48.487505
2025-06-15,USD,EUR,0.922832
2025-06-15,USD,GBP,0.787319
2025-06-15,USD,EGP,48.330968
2025-06-16,USD,EUR,0.929032
2025-06-16,USD,GBP,0.79155
2025-06-16,USD,EGP,48.350964
2025-06-17,USD,EUR,0.926854
2025-06-17,USD,GBP,0.788431
2025-06-17,USD,EGP,48.556309
2025-06-18,USD,EUR,0.925344
2025-06-18,USD,GBP,0.796202
2025-06-18,USD,EGP,48.886281
2025-06-19,USD,EUR,0.915763
2025-06-19,USD,GBP,0.791619
2025-06-19,USD,EGP,48.263869
2025-06-20,USD,EUR,0.928379
2025-06-20,USD,GBP,0.785338
2025-06-20,USD,EGP,48.960429
2025-06-21,USD,EUR,0.916019
2025-06-21,USD,GBP,0.78641
2025-06-21,USD,EGP,48.523777
2025-06-22,USD,EUR,0.921993
2025-06-22,USD,GBP,0.783198
2025-06-22,USD,EGP,48.942275
2025-06-23,USD,EUR,0.918462
2025-06-23,USD,GBP,0.787249
2025-06-23,USD,EGP,48.609828
2025-06-24,USD,EUR,0.912518
2025-06-24,USD,GBP,0.790565
2025-06-24,USD,EGP,48.224467
2025-06-25,USD,EUR,0.927993
2025-06-25,USD,GBP,0.797771
2025-06-25,USD,EGP,48.199947
2025-06-26,USD,EUR,0.918115
2025-06-26,USD,GBP,0.791408
2025-06-26,USD,EGP,48.750572
2025-06-27,USD,EUR,0.917964
2025-06-27,USD,GBP,0.78818
2025-06-27,USD,EGP,48.031692
2025-06-28,USD,EUR,0.927645
2025-06-28,USD,GBP,0.79316
2025-06-28,USD,EGP,48.701387
2025-06-29,USD,EUR,0.919024
2025-06-29,USD,GBP,0.782146
2025-06-29,USD,EGP,48.562008
2025-06-30,USD,EUR,0.921373
2025-06-30,USD,GBP,0.782528
2025-06-30,USD,EGP,48.932984
2025-07-01,USD,EUR,0.915917
2025-07-01,USD,GBP,0.790251
2025-07-01,USD,EGP,48.073378
2025-07-02,USD,EUR,0.919032
2025-07-02,USD,GBP,0.783007
2025-07-02,USD,EGP,48.116421
2025-07-03,USD,EUR,0.922279
2025-07-03,USD,GBP,0.787939
2025-07-03,USD,EGP,48.032129
2025-07-04,USD,EUR,0.925602
2025-07-04,USD,GBP,0.787251
2025-07-04,USD,EGP,48.172351
2025-07-05,USD,EUR,0.926235
2025-07-05,USD,GBP,0.790637
2025-07-05,USD,EGP,48.333316
2025-07-06,USD,EUR,0.924128
2025-07-06,USD,GBP,0.786671
2025-07-06,USD,EGP,48.278388
2025-07-07,USD,EUR,0.923507
2025-07-07,USD,GBP,0.793362
2025-07-07,USD,EGP,48.204828
2025-07-08,USD,EUR,0.914263
2025-07-08,USD,GBP,0.790399
2025-07-08,USD,EGP,48.856681
2025-07-09,USD,EUR,0.924247
2025-07-09,USD,GBP,0.788186
2025-07-09,USD,EGP,48.710309
2025-07-10,USD,EUR,0.915512
2025-07-10,USD,GBP,0.791022
2025-07-10,USD,EGP,48.253392
2025-07-11,USD,EUR,0.927703
2025-07-11,USD,GBP,0.797196
2025-07-11,USD,EGP,48.117815
2025-07-12,USD,EUR,0.913519
2025-07-12,USD,GBP,0.797751
2025-07-12,USD,EGP,48.516694
2025-07-13,USD,EUR,0.920257
2025-07-13,USD,GBP,0.784063
2025-07-13,USD,EGP,48.469892
2025-07-14,USD,EUR,0.927774
2025-07-14,USD,GBP,0.792057
2025-07-14,USD,EGP,48.556184
2025-07-15,USD,EUR,0.917716
2025-07-15,USD,GBP,0.797888
2025-07-15,USD,EGP,48.623362
2025-07-16,USD,EUR,0.915185
2025-07-16,USD,GBP,0.783031
2025-07-16,USD,EGP,48.595276
2025-07-17,USD,EUR,0.911533
2025-07-17,USD,GBP,0.794984
2025-07-17,USD,EGP,48.037192
2025-07-18,USD,EUR,0.922346
2025-07-18,USD,GBP,0.790399
2025-07-18,USD,EGP,48.465309
2025-07-19,USD,EUR,0.918598
2025-07-19,USD,GBP,0.786043
2025-07-19,USD,EGP,48.711808
2025-07-20,USD,EUR,0.916818
2025-07-20,USD,GBP,0.7966
2025-07-20,USD,EGP,48.542943
2025-07-21,USD,EUR,0.912361
2025-07-21,USD,GBP,0.793802
2025-07-21,USD,EGP,48.824684
2025-07-22,USD,EUR,0.922765
2025-07-22,USD,GBP,0.784714
2025-07-22,USD,EGP,48.441679
2025-07-23,USD,EUR,0.918503
2025-07-23,USD,GBP,0.796047
2025-07-23,USD,EGP,48.840749
2025-07-24,USD,EUR,0.920838
2025-07-24,USD,GBP,0.789208
2025-07-24,USD,EGP,48.502779
2025-07-25,USD,EUR,0.915696
2025-07-25,USD,GBP,0.784104
2025-07-25,USD,EGP,48.392362
2025-07-26,USD,EUR,0.918799
2025-07-26,USD,GBP,0.793158
2025-07-26,USD,EGP,48.957107
2025-07-27,USD,EUR,0.911924
2025-07-27,USD,GBP,0.795843
2025-07-27,USD,EGP,48.929498
2025-07-28,USD,EUR,0.925602
2025-07-28,USD,GBP,0.787554
2025-07-28,USD,EGP,48.445451
2025-07-29,USD,EUR,0.918368
2025-07-29,USD,GBP,0.789952
2025-07-29,USD,EGP,48.193117
2025-07-30,USD,EUR,0.915522
2025-07-30,USD,GBP,0.795917
2025-07-30,USD,EGP,48.543711
2025-07-31,USD,EUR,0.925473
2025-07-31,USD,GBP,0.789059
2025-07-31,USD,EGP,48.659644
2025-08-01,USD,EUR,0.925498
2025-08-01,USD,GBP,0.783486
2025-08-01,USD,EGP,48.394217
2025-08-02,USD,EUR,0.915478
2025-08-02,USD,GBP,0.795589
2025-08-02,USD,EGP,48.61182
2025-08-03,USD,EUR,0.928654
2025-08-03,USD,GBP,0.783154
2025-08-03,USD,EGP,48.82
2025-08-04,USD,EUR,0.923747
2025-08-04,USD,GBP,0.782543
2025-08-04,USD,EGP,48.867084
2025-08-05,USD,EUR,0.928406
2025-08-05,USD,GBP,0.787389
2025-08-05,USD,EGP,48.917922
2025-08-06,USD,EUR,0.916333
2025-08-06,USD,GBP,0.795625
2025-08-06,USD,EGP,48.425095
2025-08-07,USD,EUR,0.922745
2025-08-07,USD,GBP,0.796693
2025-08-07,USD,EGP,48.155333
2025-08-08,USD,EUR,0.912815
2025-08-08,USD,GBP,0.78762
2025-08-08,USD,EGP,48.550107
2025-08-09,USD,EUR,0.925981
2025-08-09,USD,GBP,0.789317
2025-08-09,USD,EGP,48.767705
2025-08-10,USD,EUR,0.925749
2025-08-10,USD,GBP,0.78553
2025-08-10,USD,EGP,48.579605
2025-08-11,USD,EUR,0.927081
2025-08-11,USD,GBP,0.796478
2025-08-11,USD,EGP,48.061709
2025-08-12,USD,EUR,0.927372
2025-08-12,USD,GBP,0.788268
2025-08-12,USD,EGP,48.405248
2025-08-13,USD,EUR,0.917362
2025-08-13,USD,GBP,0.784498
2025-08-13,USD,EGP,48.264057
2025-08-14,USD,EUR,0.916274
2025-08-14,USD,GBP,0.782323
2025-08-14,USD,EGP,48.832907
2025-08-15,USD,EUR,0.91271
2025-08-15,USD,GBP,0.797535
2025-08-15,USD,EGP,48.326142
2025-08-16,USD,EUR,0.921642
2025-08-16,USD,GBP,0.789903
2025-08-16,USD,EGP,48.407251
2025-08-17,USD,EUR,0.927401
2025-08-17,USD,GBP,0.794481
2025-08-17,USD,EGP,48.07873
2025-08-18,USD,EUR,0.929163
2025-08-18,USD,GBP,0.786484
2025-08-18,USD,EGP,48.749392
2025-08-19,USD,EUR,0.925441
2025-08-19,USD,GBP,0.789015
2025-08-19,USD,EGP,48.241771
2025-08-20,USD,EUR,0.914917
2025-08-20,USD,GBP,0.782773
2025-08-20,USD,EGP,48.788507
2025-08-21,USD,EUR,0.918556
2025-08-21,USD,GBP,0.790183
2025-08-21,USD,EGP,48.863164
2025-08-22,USD,EUR,0.921266
2025-08-22,USD,GBP,0.79777
2025-08-22,USD,EGP,48.460735
2025-08-23,USD,EUR,0.924858
2025-08-23,USD,GBP,0.788711
2025-08-23,USD,EGP,48.181184
2025-08-24,USD,EUR,0.92656
2025-08-24,USD,GBP,0.791695
2025-08-24,USD,EGP,48.237065
2025-08-25,USD,EUR,0.914116
2025-08-25,USD,GBP,0.788728
2025-08-25,USD,EGP,48.09732
2025-08-26,USD,EUR,0.929152
2025-08-26,USD,GBP,0.797239
2025-08-26,USD,EGP,48.183198
2025-08-27,USD,EUR,0.918466
2025-08-27,USD,GBP,0.787405
2025-08-27,USD,EGP,48.080316
2025-08-28,USD,EUR,0.927311
2025-08-28,USD,GBP,0.784109
2025-08-28,USD,EGP,48.955769
2025-08-29,USD,EUR,0.912614
2025-08-29,USD,GBP,0.7874
2025-08-29,USD,EGP,48.785359
2025-08-30,USD,EUR,0.928055
2025-08-30,USD,GBP,0.795136
2025-08-30,USD,EGP,48.907811
2025-08-31,USD,EUR,0.927033
2025-08-31,USD,GBP,0.783399
2025-08-31,USD,EGP,48.972674
2025-09-01,USD,EUR,0.928662
2025-09-01,USD,GBP,0.790803
2025-09-01,USD,EGP,48.222418
2025-09-02,USD,EUR,0.922688
2025-09-02,USD,GBP,0.795496
2025-09-02,USD,EGP,48.639334
2025-09-03,USD,EUR,0.927491
2025-09-03,USD,GBP,0.782914
2025-09-03,USD,EGP,48.329567
2025-09-04,USD,EUR,0.927683
2025-09-04,USD,GBP,0.78562
2025-09-04,USD,EGP,48.282149
2025-09-05,USD,EUR,0.929154
2025-09-05,USD,GBP,0.793522
2025-09-05,USD,EGP,48.471915
2025-09-06,USD,EUR,0.916483
2025-09-06,USD,GBP,0.794437
2025-09-06,USD,EGP,48.106075
2025-09-07,USD,EUR,0.927803
2025-09-07,USD,GBP,0.797728
2025-09-07,USD,EGP,48.787467
2025-09-08,USD,EUR,0.914849
2025-09-08,USD,GBP,0.783888
2025-09-08,USD,EGP,48.090192
2025-09-09,USD,EUR,0.918226
2025-09-09,USD,GBP,0.793114
2025-09-09,USD,EGP,48.228323
2025-09-10,USD,EUR,0.926442
2025-09-10,USD,GBP,0.784908
2025-09-10,USD,EGP,48.830172
2025-09-11,USD,EUR,0.924387
2025-09-11,USD,GBP,0.796032
2025-09-11,USD,EGP,48.3443
2025-09-12,USD,EUR,0.92343
2025-09-12,USD,GBP,0.794371
2025-09-12,USD,EGP,48.265881
2025-09-13,USD,EUR,0.927979
2025-09-13,USD,GBP,0.795507
2025-09-13,USD,EGP,48.24562
2025-09-14,USD,EUR,0.916093
2025-09-14,USD,GBP,0.784481
2025-09-14,USD,EGP,48.349283
2025-09-15,USD,EUR,0.925897
2025-09-15,USD,GBP,0.795854
2025-09-15,USD,EGP,48.584319
2025-09-16,USD,EUR,0.915463
2025-09-16,USD,GBP,0.79713
2025-09-16,USD,EGP,48.467812
2025-09-17,USD,EUR,0.911962
2025-09-17,USD,GBP,0.788167
2025-09-17,USD,EGP,48.644981
2025-09-18,USD,EUR,0.91465
2025-09-18,USD,GBP,0.782845
2025-09-18,USD,EGP,48.979904
2025-09-19,USD,EUR,0.913762
2025-09-19,USD,GBP,0.788958
2025-09-19,USD,EGP,48.967683
2025-09-20,USD,EUR,0.923918
2025-09-20,USD,GBP,0.790213
2025-09-20,USD,EGP,48.467361
2025-09-21,USD,EUR,0.91256
2025-09-21,USD,GBP,0.784564
2025-09-21,USD,EGP,48.978592
2025-09-22,USD,EUR,0.926105
2025-09-22,USD,GBP,0.795113
2025-09-22,USD,EGP,48.867451
2025-09-23,USD,EUR,0.916953
2025-09-23,USD,GBP,0.789832
2025-09-23,USD,EGP,48.954827
2025-09-24,USD,EUR,0.92595
2025-09-24,USD,GBP,0.783484
2025-09-24,USD,EGP,48.144829
2025-09-25,USD,EUR,0.925616
2025-09-25,USD,GBP,0.787909
2025-09-25,USD,EGP,48.188042
2025-09-26,USD,EUR,0.920823
2025-09-26,USD,GBP,0.785109
2025-09-26,USD,EGP,48.875914
2025-09-27,USD,EUR,0.914389
2025-09-27,USD,GBP,0.78234
2025-09-27,USD,EGP,48.646875
2025-09-28,USD,EUR,0.919433
2025-09-28,USD,GBP,0.793371
2025-09-28,USD,EGP,48.590104
2025-09-29,USD,EUR,0.916396
2025-09-29,USD,GBP,0.797802
2025-09-29,USD,EGP,48.702861
2025-09-30,USD,EUR,0.922383
2025-09-30,USD,GBP,0.796048
2025-09-30,USD,EGP,48.88364
2025-10-01,USD,EUR,0.924358
2025-10-01,USD,GBP,0.796761
2025-10-01,USD,EGP,48.747552
2025-10-02,USD,EUR,0.917733
2025-10-02,USD,GBP,0.787532
2025-10-02,USD,EGP,48.413647
2025-10-03,USD,EUR,0.926132
2025-10-03,USD,GBP,0.783718
2025-10-03,USD,EGP,48.134156
2025-10-04,USD,EUR,0.913309
2025-10-04,USD,GBP,0.785705
2025-10-04,USD,EGP,48.960918
2025-10-05,USD,EUR,0.923495
2025-10-05,USD,GBP,0.789677
2025-10-05,USD,EGP,48.275338
2025-10-06,USD,EUR,0.92243
2025-10-06,USD,GBP,0.797397
2025-10-06,USD,EGP,48.345562
2025-10-07,USD,EUR,0.917139
2025-10-07,USD,GBP,0.795731
2025-10-07,USD,EGP,48.615114
2025-10-08,USD,EUR,0.928176
2025-10-08,USD,GBP,0.785389
2025-10-08,USD,EGP,48.020641
2025-10-09,USD,EUR,0.928004
2025-10-09,USD,GBP,0.785022
2025-10-09,USD,EGP,48.963691
2025-10-10,USD,EUR,0.913175
2025-10-10,USD,GBP,0.797393
2025-10-10,USD,EGP,48.4516
2025-10-11,USD,EUR,0.918205
2025-10-11,USD,GBP,0.788184
2025-10-11,USD,EGP,48.236152
2025-10-12,USD,EUR,0.914797
2025-10-12,USD,GBP,0.793637
2025-10-12,USD,EGP,48.728883
2025-10-13,USD,EUR,0.926487
2025-10-13,USD,GBP,0.793062
2025-10-13,USD,EGP,48.903628
2025-10-14,USD,EUR,0.925724
2025-10-14,USD,GBP,0.791937
2025-10-14,USD,EGP,48.45311
2025-10-15,USD,EUR,0.924484
2025-10-15,USD,GBP,0.796602
2025-10-15,USD,EGP,48.07908
2025-10-16,USD,EUR,0.916628
2025-10-16,USD,GBP,0.797245
2025-10-16,USD,EGP,48.6102
2025-10-17,USD,EUR,0.918932
2025-10-17,USD,GBP,0.795445
2025-10-17,USD,EGP,48.828282
2025-10-18,USD,EUR,0.928709
2025-10-18,USD,GBP,0.796812
2025-10-18,USD,EGP,48.576058
2025-10-19,USD,EUR,0.924148
2025-10-19,USD,GBP,0.788762
2025-10-19,USD,EGP,48.472025
2025-10-20,USD,EUR,0.922402
2025-10-20,USD,GBP,0.784086
2025-10-20,USD,EGP,48.630343
2025-10-21,USD,EUR,0.923938
2025-10-21,USD,GBP,0.794562
2025-10-21,USD,EGP,48.720865
2025-10-22,USD,EUR,0.912519
2025-10-22,USD,GBP,0.796639
2025-10-22,USD,EGP,48.824902
2025-10-23,USD,EUR,0.926681
2025-10-23,USD,GBP,0.78598
2025-10-23,USD,EGP,48.053908
2025-10-24,USD,EUR,0.911538
2025-10-24,USD,GBP,0.795821
2025-10-24,USD,EGP,48.044956
2025-10-25,USD,EUR,0.923331
2025-10-25,USD,GBP,0.786246
2025-10-25,USD,EGP,48.049791
2025-10-26,USD,EUR,0.925901
2025-10-26,USD,GBP,0.785038
2025-10-26,USD,EGP,48.910811
2025-10-27,USD,EUR,0.916529
2025-10-27,USD,GBP,0.787478
2025-10-27,USD,EGP,48.390453
2025-10-28,USD,EUR,0.918484
2025-10-28,USD,GBP,0.79491
2025-10-28,USD,EGP,48.703764
2025-10-29,USD,EUR,0.912437
2025-10-29,USD,GBP,0.785264
2025-10-29,USD,EGP,48.831607
2025-10-30,USD,EUR,0.917393
2025-10-30,USD,GBP,0.78956
2025-10-30,USD,EGP,48.628916
2025-10-31,USD,EUR,0.913292
2025-10-31,USD,GBP,0.794306
2025-10-31,USD,EGP,48.77049
2025-11-01,USD,EUR,0.915034
2025-11-01,USD,GBP,0.791164
2025-11-01,USD,EGP,48.192181
2025-11-02,USD,EUR,0.921848
2025-11-02,USD,GBP,0.784731
2025-11-02,USD,EGP,48.78056
2025-11-03,USD,EUR,0.914137
2025-11-03,USD,GBP,0.786332
2025-11-03,USD,EGP,48.542483
2025-11-04,USD,EUR,0.92675
2025-11-04,USD,GBP,0.782451
2025-11-04,USD,EGP,48.764764
2025-11-05,USD,EUR,0.91833
2025-11-05,USD,GBP,0.79501
2025-11-05,USD,EGP,48.704531
2025-11-06,USD,EUR,0.917367
2025-11-06,USD,GBP,0.789575
2025-11-06,USD,EGP,48.401942
2025-11-07,USD,EUR,0.916538
2025-11-07,USD,GBP,0.791134
2025-11-07,USD,EGP,48.948721
2025-11-08,USD,EUR,0.928371
2025-11-08,USD,GBP,0.790855
2025-11-08,USD,EGP,48.112013
2025-11-09,USD,EUR,0.918596
2025-11-09,USD,GBP,0.794149
2025-11-09,USD,EGP,48.176205
2025-11-10,USD,EUR,0.922874
2025-11-10,USD,GBP,0.786768
2025-11-10,USD,EGP,48.67822
2025-11-11,USD,EUR,0.915569
2025-11-11,USD,GBP,0.786234
2025-11-11,USD,EGP,48.697292
2025-11-12,USD,EUR,0.928658
2025-11-12,USD,GBP,0.7958
2025-11-12,USD,EGP,48.93566
2025-11-13,USD,EUR,0.918274
2025-11-13,USD,GBP,0.793588
2025-11-13,USD,EGP,48.272404
2025-11-14,USD,EUR,0.925638
2025-11-14,USD,GBP,0.790697
2025-11-14,USD,EGP,48.935071
2025-11-15,USD,EUR,0.921068
2025-11-15,USD,GBP,0.784391
2025-11-15,USD,EGP,48.222078
2025-11-16,USD,EUR,0.923932
2025-11-16,USD,GBP,0.792829
2025-11-16,USD,EGP,48.630323
2025-11-17,USD,EUR,0.925489
2025-11-17,USD,GBP,0.786499
2025-11-17,USD,EGP,48.780361
2025-11-18,USD,EUR,0.923085
2025-11-18,USD,GBP,0.786873
2025-11-18,USD,EGP,48.309653
2025-11-19,USD,EUR,0.917334
2025-11-19,USD,GBP,0.792605
2025-11-19,USD,EGP,48.769953
2025-11-20,USD,EUR,0.925356
2025-11-20,USD,GBP,0.793717
2025-11-20,USD,EGP,48.307177
2025-11-21,USD,EUR,0.916846
2025-11-21,USD,GBP,0.793154
2025-11-21,USD,EGP,48.18681
2025-11-22,USD,EUR,0.92238
2025-11-22,USD,GBP,0.789423
2025-11-22,USD,EGP,48.617021
2025-11-23,USD,EUR,0.92159
2025-11-23,USD,GBP,0.786156
2025-11-23,USD,EGP,48.383051
2025-11-24,USD,EUR,0.91182
2025-11-24,USD,GBP,0.783115
2025-11-24,USD,EGP,48.211892
2025-11-25,USD,EUR,0.92146
2025-11-25,USD,GBP,0.786363
2025-11-25,USD,EGP,48.891424
2025-11-26,USD,EUR,0.913186
2025-11-26,USD,GBP,0.788471
2025-11-26,USD,EGP,48.288175
2025-11-27,USD,EUR,0.918097
2025-11-27,USD,GBP,0.796981
2025-11-27,USD,EGP,48.143337
2025-11-28,USD,EUR,0.924294
2025-11-28,USD,GBP,0.787655
2025-11-28,USD,EGP,48.271014
2025-11-29,USD,EUR,0.924412
2025-11-29,USD,GBP,0.797128
2025-11-29,USD,EGP,48.907916
2025-11-30,USD,EUR,0.927292
2025-11-30,USD,GBP,0.793545
2025-11-30,USD,EGP,48.769931
2025-12-01,USD,EUR,0.926182
2025-12-01,USD,GBP,0.789076
2025-12-01,USD,EGP,48.828698
2025-12-02,USD,EUR,0.910993
2025-12-02,USD,GBP,0.788629
2025-12-02,USD,EGP,48.469539
2025-12-03,USD,EUR,0.922549
2025-12-03,USD,GBP,0.792642
2025-12-03,USD,EGP,48.073466
2025-12-04,USD,EUR,0.922212
2025-12-04,USD,GBP,0.792787
2025-12-04,USD,EGP,48.559788
2025-12-05,USD,EUR,0.915238
2025-12-05,USD,GBP,0.791762
2025-12-05,USD,EGP,48.718085
2025-12-06,USD,EUR,0.915498
2025-12-06,USD,GBP,0.790937
2025-12-06,USD,EGP,48.171073
2025-12-07,USD,EUR,0.923945
2025-12-07,USD,GBP,0.78753
2025-12-07,USD,EGP,48.933796
2025-12-08,USD,EUR,0.914703
2025-12-08,USD,GBP,0.783929
2025-12-08,USD,EGP,48.596393
2025-12-09,USD,EUR,0.924798
2025-12-09,USD,GBP,0.794474
2025-12-09,USD,EGP,48.579729
2025-12-10,USD,EUR,0.914302
2025-12-10,USD,GBP,0.796835
2025-12-10,USD,EGP,48.516487
2025-12-11,USD,EUR,0.923387
2025-12-11,USD,GBP,0.795106
2025-12-11,USD,EGP,48.509782
2025-12-12,USD,EUR,0.924071
2025-12-12,USD,GBP,0.796057
2025-12-12,USD,EGP,48.716655
2025-12-13,USD,EUR,0.911042
2025-12-13,USD,GBP,0.785832
2025-12-13,USD,EGP,48.500352
2025-12-14,USD,EUR,0.920593
2025-12-14,USD,GBP,0.796942
2025-12-14,USD,EGP,48.344534
2025-12-15,USD,EUR,0.917484
2025-12-15,USD,GBP,0.788281
2025-12-15,USD,EGP,48.130398
2025-12-16,USD,EUR,0.912528
2025-12-16,USD,GBP,0.783469
2025-12-16,USD,EGP,48.417074
2025-12-17,USD,EUR,0.919275
2025-12-17,USD,GBP,0.790035
2025-12-17,USD,EGP,48.398421
2025-12-18,USD,EUR,0.928837
2025-12-18,USD,GBP,0.78853
2025-12-18,USD,EGP,48.084257
2025-12-19,USD,EUR,0.927999
2025-12-19,USD,GBP,0.793258
2025-12-19,USD,EGP,48.395896
2025-12-20,USD,EUR,0.913782
2025-12-20,USD,GBP,0.7894
2025-12-20,USD,EGP,48.709022
2025-12-21,USD,EUR,0.9165
2025-12-21,USD,GBP,0.795025
2025-12-21,USD,EGP,48.818356
2025-12-22,USD,EUR,0.928434
2025-12-22,USD,GBP,0.786919
2025-12-22,USD,EGP,48.860593
2025-12-23,USD,EUR,0.918335
2025-12-23,USD,GBP,0.795144
2025-12-23,USD,EGP,48.35538
2025-12-24,USD,EUR,0.923854
2025-12-24,USD,GBP,0.795674
2025-12-24,USD,EGP,48.589987
2025-12-25,USD,EUR,0.919124
2025-12-25,USD,GBP,0.785317
2025-12-25,USD,EGP,48.048924
2025-12-26,USD,EUR,0.916247
2025-12-26,USD,GBP,0.788182
2025-12-26,USD,EGP,48.221056
2025-12-27,USD,EUR,0.920811
2025-12-27,USD,GBP,0.787179
2025-12-27,USD,EGP,48.290401
2025-12-28,USD,EUR,0.925515
2025-12-28,USD,GBP,0.78351
2025-12-28,USD,EGP,48.650777
2025-12-29,USD,EUR,0.913372
2025-12-29,USD,GBP,0.796439
2025-12-29,USD,EGP,48.959889
2025-12-30,USD,EUR,0.925516
2025-12-30,USD,GBP,0.792323
2025-12-30,USD,EGP,48.502702
2025-12-31,USD,EUR,0.921101
2025-12-31,USD,GBP,0.785331
2025-12-31,USD,EGP,48.139298
